Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram_in_GB,Gpu,OpSys,Weight,Price_rupees,Memory_type,Memory_in_GB
Dell,Inspiron 7577,Gaming,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.65,168356,SSD +  1TB HDD,512
Others,Others,2 in 1 Convertible,12.5,1920x1080,Intel,4,Intel HD,Others,1.2,61046,Flash Storage,64
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel,8,Intel Iris,macOS,1.37,186150,SSD,512
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.8,28196,HDD,500
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.33,77015,SSD +  1TB HDD,128
HP,EliteBook Folio,Ultrabook,12.5,3840x2160,Intel,8,Intel HD,Windows 10,0.97,183778,SSD,512
Asus,VivoBook Pro,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.99,123188,SSD +  1TB HDD,128
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,99371,SSD +  1TB HDD,128
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,2.17,82025,SSD,256
Others,Others,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Others,4.2,209784,SSD +  1TB HDD,256
HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 7,1.43,138061,SSD,256
Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,Intel,8,AMD Radeon,Windows 10,1.75,101837,SSD,256
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel,8,Intel HD,Windows 7,1.5,128945,SSD,256
Others,Others,Notebook,14.0,1366x768,Intel,4,Intel HD,Others,1.75,45534,SSD,128
Others,Others,2 in 1 Convertible,13.3,1920x1080,Intel,4,Intel HD,Others,1.28,155125,SSD,256
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.02,88595,SSD +  2TB HDD,128
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,2.0,99828,SSD,256
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.48,115705,SSD,256
HP,Stream 14-AX040wm,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.44,20896,SSD,32
Others,Others,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Others,1.3,94352,SSD,256
Others,Others,2 in 1 Convertible,11.6,1366x768,Intel,8,Intel HD,Others,1.4,45169,Flash Storage,64
Lenovo,ThinkPad E480,Ultrabook,14.0,1920x1080,Intel,8,AMD Radeon,Windows 10,1.75,110903,SSD,256
HP,Chromebook 13,Notebook,13.3,3200x1800,Intel,4,Intel HD,Chrome OS,1.29,56119,Flash Storage,32
HP,ProBook 440,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.63,78475,SSD,256
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.44,26645,Flash Storage,32
Toshiba,Portege Z30-C-16Z,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.2,140069,SSD,256
Dell,Inspiron 7577,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.65,136784,SSD +  1TB HDD,256
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel,8,Intel Iris,macOS,1.37,138568,SSD,256
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,1.56,95721,SSD,256
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.4,86596,SSD,256
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.36,144540,SSD,256
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel,8,Intel HD,Mac OS X,0.92,106306,Flash Storage,512
MSI,GL62M 7REX,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,108752,SSD +  1TB HDD,128
MSI,GS70 Stealth,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.6,145909,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.5,80209,SSD,256
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.4,74734,HDD,1000
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel,16,Intel HD,Windows 10,1.7,209784,SSD,512
Others,Others,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Others,1.1,119994,SSD,256
Dell,Latitude 5289,2 in 1 Convertible,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.34,152388,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,8,Intel HD,Others,2.04,57396,HDD,2000
HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.34,104481,SSD,256
Others,Others,Notebook,12.3,2736x1824,Intel,6,Intel HD,Others,1.4,40971,Flash Storage,64
Asus,Rog GL753VD-GC082T,Gaming,17.3,1920x1080,Intel,12,Nvidia GeForce,Windows 10,2.2,125003,SSD +  1TB HDD,128
HP,Omen 15-ce007nv,Gaming,15.6,1920x1080,Intel,12,Nvidia GeForce,Windows 10,2.62,113971,SSD +  1TB HDD,128
HP,Elitebook 820,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.26,121819,SSD,256
Asus,ROG G701VO,Gaming,17.3,1920x1080,Intel,64,Nvidia GeForce,Windows 10,3.58,362719,SSD,1000
HP,ProBook 450,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,60999,HDD,500
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,1366x768,Intel,2,Intel HD,Chrome OS,1.3,15878,SSD,32
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1920x1080,AMD,4,AMD R4,Windows 10,2.2,36409,SSD,128
HP,250 G6,Notebook,15.6,1920x1080,Intel,8,Intel HD,No OS,1.86,52469,SSD,256
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.6,82034,HDD,1000
Samsung,Notebook 9,2 in 1 Convertible,15.0,1920x1080,Intel,16,AMD Radeon,Windows 10,1.71,164159,SSD,256
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,8,Intel Iris,Windows 10,1.23,125834,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Others,2.25,54659,HDD,500
HP,Probook 650,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 7,2.31,85775,HDD,500
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.18,40506,HDD,1000
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel,8,AMD Radeon,Windows 10,1.4,85034,SSD,256
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel,4,Nvidia GeForce,Windows 10,2.2,65729,HDD,500
Lenovo,Thinkpad T460p,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.8,108679,SSD,256
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,2.0,31846,HDD,500
Dell,Latitude 5590,Ultrabook,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,1.88,100025,SSD,256
Others,Others,Ultrabook,14.0,1920x1080,Intel,8,Intel UHD,Others,1.7,80209,SSD,256
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel,8,AMD Radeon,Windows 10,2.8,89334,SSD +  1TB HDD,128
Others,Others,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Others,2.43,223471,SSD +  2TB HDD,256
Lenovo,Thinkpad T470p,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.7,134502,SSD,256
Others,Others,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.62,100284,HDD,1000
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,No OS,2.2,43709,HDD,1000
Asus,Rog GL753VE-GC070T,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,3.0,145179,SSD +  1TB HDD,256
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,Intel,16,Intel UHD,Windows 10,1.4,168721,SSD,512
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.62,79297,SSD,256
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.84,111234,SSD,256
Lenovo,Thinkpad L560,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.3,95776,SSD,256
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,1920x1080,Intel,4,Intel HD,Windows 10,1.16,27284,SSD,32
HP,250 G6,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 10,1.86,40030,HDD,500
Mediacom,SmartBook Edge,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.45,35496,SSD,32
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel,16,AMD Radeon,Windows 10,2.3,107791,SSD,256
MSI,GL62 6QF,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.3,106671,SSD +  1TB HDD,128
Dell,Latitude 7480,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.36,153300,SSD,512
Others,Others,Notebook,17.3,1920x1080,Intel,8,AMD Radeon,Others,2.8,89334,SSD +  1TB HDD,128
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel,4,Intel HD,Chrome OS,1.68,31846,Flash Storage,32
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD,4,AMD Radeon,No OS,2.2,28196,HDD,500
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.5,25368,Flash Storage,32
MSI,GL72M 7REX,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.7,109409,SSD +  1TB HDD,256
Dell,XPS 15,Notebook,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.06,173284,SSD,512
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.86,31572,HDD,1000
Others,Others,2 in 1 Convertible,11.6,1366x768,Intel,4,Intel HD,Others,1.25,34584,Flash Storage,32
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel,2,Intel HD,Windows 10,1.5,20896,Flash Storage,64
Toshiba,Portege Z30-C-1CV,Notebook,13.3,1920x1080,Intel,4,Intel HD,Windows 7,1.2,109044,SSD,128
Dell,Latitude E5570,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.09,47781,HDD,500
Others,Others,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.2,93781,SSD,256
Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 7,2.02,122275,SSD,256
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,1366x768,Intel,8,Intel HD,Windows 10,1.94,35496,HDD,2000
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.6,82034,HDD,1000
Asus,Pro P2540UA-XS51,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.37,100284,SSD,256
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,45442,SSD,128
Others,Others,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Others,1.13,171094,Flash Storage,256
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.23,49640,HDD,1000
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel,4,Intel HD,Windows 10,1.71,59221,HDD,1000
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.8,76012,SSD,128
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel,16,AMD Radeon,Windows 10,2.8,118534,SSD +  2TB HDD,256
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,44986,SSD,128
Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,Intel,16,Intel HD,Windows 10,1.13,239531,SSD,1000
Dell,Latitude 5590,Ultrabook,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,1.88,118442,SSD +  256GB SSD,256
Dell,Alienware 15,Gaming,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,3.21,121271,SSD +  1TB HDD,256
Mediacom,SmartBook 130,Notebook,13.3,1920x1080,Intel,4,Intel HD,Windows 10,1.35,23269,Flash Storage,32
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.9,75281,HDD,500
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,6,Nvidia GeForce,Windows 10,2.8,86596,SSD +  1TB HDD,128
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel,16,Nvidia Quadro,Windows 10,2.17,180219,SSD,256
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.99,157771,SSD,512
HP,Probook 440,Notebook,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.63,74095,HDD,1000
MSI,GS40 Phantom,Gaming,14.0,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.7,161421,SSD +  1TB HDD,256
Dell,Latitude 5590,Ultrabook,15.6,1920x1080,Intel,16,Intel UHD,Windows 10,1.88,146726,SSD +  256GB SSD,512
Others,Others,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Others,1.1,170911,SSD,512
HP,Probook 440,Notebook,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.63,98915,SSD,512
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel,8,Intel HD,Windows 10 S,1.252,122275,SSD,256
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.28,85319,SSD,256
Acer,Aspire 7,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Linux,2.4,77198,HDD,1000
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.93,124921,SSD,256
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.2,45534,SSD,128
HP,Elitebook 850,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.84,118990,SSD,256
Dell,XPS 15,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.0,166896,SSD,256
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel,4,Intel HD,No OS,2.2,42705,SSD,128
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.3,92344,SSD,256
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.76,68894,HDD,500
Others,Others,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Others,2.8,77471,HDD,2000
Acer,Aspire 5,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,62871,HDD,1000
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.62,74734,SSD,256
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.37,179762,SSD,512
Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,Intel,12,Intel HD,Windows 10,1.6,118534,SSD,256
Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,15.6,1920x1080,AMD,8,AMD Radeon,Windows 10,2.45,63784,HDD,1000
Others,Others,Notebook,14.0,1366x768,AMD,4,AMD Radeon,Others,1.65,25367,SSD,64
HP,ProBook 440,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.63,62871,SSD,128
Others,Others,Notebook,15.6,1920x1080,Intel,4,Intel HD,Others,2.05,62506,HDD,500
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,1.48,115705,SSD,256
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.86,26362,HDD,1000
HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,Intel,8,Intel HD,Windows 10,1.48,164159,SSD,256
HP,EliteBook 1040,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 7,1.43,132221,SSD,256
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,30386,HDD,500
MSI,GE72VR 6RF,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.7,145909,SSD +  1TB HDD,256
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.0,118534,SSD,256
MSI,GL62M 7RD,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.4,109409,SSD,256
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.2,103021,SSD,256
Lenovo,Ideapad 320-15ISK,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.2,52834,HDD,1000
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 10,2.25,54659,HDD,500
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,2.1,72452,HDD,1000
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel,8,Intel HD,Windows 7,1.26,172919,SSD,256
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel,8,Intel HD,No OS,2.2,50096,SSD,256
Others,Others,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.2,76559,HDD,1000
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,1920x1080,AMD,6,AMD Radeon,Windows 10,1.95,59221,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.3,51556,SSD,128
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,16,Intel UHD,Windows 10,2.1,105759,SSD,512
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,8,Intel HD,No OS,2.8,49184,HDD,1000
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,2.02,78019,SSD +  1TB HDD,128
Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel,4,Intel HD,Windows 10,1.4,24546,Flash Storage,32
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel,8,Intel Iris,macOS,1.37,122247,SSD,128
Dell,Precision 5520,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Windows 10,2.0,194819,SSD,256
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Linux,2.18,41583,HDD,1000
Asus,VivoBook Max,Notebook,15.6,1920x1080,Intel,4,Intel HD,Linux,2.0,51009,SSD,256
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,1920x1080,AMD,6,AMD Radeon,Windows 10,2.1,59312,SSD +  1TB HDD,128
HP,Envy x360,2 in 1 Convertible,13.3,3200x1800,Intel,16,Intel HD,Windows 10,1.42,127659,SSD,256
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,16,Intel HD,Windows 10,1.2,244550,SSD,512
HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel,2,Intel HD,Windows 10,1.17,19071,Flash Storage,32
Others,Others,Ultrabook,13.5,2256x1504,Intel,8,Intel HD,Others,1.252,122275,SSD,256
HP,ProBook 640,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.95,109956,SSD,256
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.9,101925,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,1.91,89334,HDD,1000
Dell,Precision 7720,Workstation,17.3,1920x1080,Intel,16,Nvidia Quadro,Windows 10,3.42,263243,SSD,256
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.1,64377,SSD,128
Acer,Aspire 7,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Linux,2.4,72818,HDD,1000
Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,67981,HDD,1000
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.04,57396,HDD,2000
Asus,ZenBook UX410UA-GV183T,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,2.0,99828,SSD,256
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.1,62871,HDD,500
Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.3,92344,SSD,256
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.6,208962,SSD +  1TB HDD,128
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.45,93622,SSD,512
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 10,2.3,45534,SSD,128
Others,Others,Ultrabook,14.0,1920x1080,Intel,8,AMD Radeon,Others,1.75,110903,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,8,Intel UHD,Others,2.1,82308,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Others,2.36,81121,SSD,256
Asus,ROG Strix,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.9,177846,SSD +  1TB HDD,256
HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,Intel,8,Intel HD,Chrome OS,1.4,45169,Flash Storage,64
HP,ProBook 440,Notebook,14.0,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.64,95745,SSD,256
Others,Others,Ultrabook,12.3,2400x1600,Intel,16,Intel HD,Others,1.1,200659,SSD,512
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,Intel,8,Intel UHD,Windows 10,1.74,82034,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.65,28196,HDD,1000
Others,Others,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Others,2.19,27192,HDD,500
Others,Others,Notebook,14.0,1920x1080,Intel,8,AMD Radeon,Others,1.75,101837,SSD,256
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel,4,Intel HD,Windows 10,1.28,164159,SSD,256
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,8,AMD Radeon,Linux,2.32,53794,HDD,1000
Others,Others,Notebook,15.6,1920x1080,AMD,4,AMD Radeon,Others,2.1,31846,HDD,500
Apple,MacBook Pro,Ultrabook,15.4,2880x1800,Intel,16,Intel Iris,Mac OS X,2.04,195272,Flash Storage,256
HP,250 G6,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,1.86,42796,HDD,1000
HP,250 G5,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.96,61959,SSD,256
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,Intel,6,Intel HD,Windows 10,2.04,52834,HDD,1000
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Linux,2.25,39055,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,4,Intel HD,Others,2.2,32759,Flash Storage,16
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,1920x1080,Intel,6,Nvidia GeForce,Windows 10,1.54,75829,SSD,256
MSI,GT62VR 7RE,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.94,206942,SSD +  1TB HDD,256
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.9,185146,SSD +  1TB HDD,256
Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.9,85592,SSD,256
Dell,Latitude 3580,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.06,87144,HDD,1000
Asus,VivoBook S15,Ultrabook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.7,95803,SSD,256
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel,16,Nvidia Quadro,Windows 10,2.17,213342,SSD,512
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,1920x1080,Intel,32,Nvidia GeForce,Windows 10,4.6,242999,SSD +  1TB HDD,256
Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.87,78208,SSD,256
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.64,116775,SSD,256
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 7,1.88,144084,SSD,256
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.1,67981,HDD,1000
Asus,Rog Strix,Gaming,17.3,1920x1080,AMD,16,AMD Radeon,Windows 10,3.2,141346,SSD +  1TB HDD,256
LG,Gram 15Z975,Ultrabook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.09,209784,SSD,512
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.4,51009,HDD,500
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.2,132303,SSD,256
HP,Pavilion 15-CK000nv,Ultrabook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.83,63784,SSD,256
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,31755,HDD,1000
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.3,164159,SSD +  2TB HDD,512
Others,Others,Notebook,17.3,1600x900,Intel,4,Nvidia GeForce,Others,3.3,54568,HDD,1000
Others,Others,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Others,2.7,136218,SSD +  1TB HDD,256
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,1.63,62871,SSD,128
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.0,20440,HDD,500
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel,8,Nvidia GeForce,No OS,2.8,63692,SSD,256
Acer,Aspire E5-575,Notebook,15.6,1366x768,Intel,6,Intel HD,Windows 10,2.23,50096,HDD,1000
